Ticker,Quarter,Cash Ratio,Debt to Equity,Retained to Assets
EWCZ,2021-Q4,1.3545955077269598,0.7976708543228979,-0.005684346772865762
EWCZ,2022-Q1,1.5811990270424954,0.7896788699180413,-0.002586879257975807
LFVN,2021-Q3,0.8508775867486645,1.1084259571123836,-1.242295557715092
LFVN,2021-Q4,0.9196396682408032,1.1390496372972532,-1.1729157140679773
LFVN,2022-Q1,0.8946801346801346,1.0261860091128383,-1.2238845456830298
FIP,2022-Q3,0.40436468204996856,2.1263298366191883,-0.0056892425483118375
LOCO,2022-Q1,0.35835879528590137,0.9310152531954399,-0.049681674980309794
LOCO,2022-Q2,0.4892276103973878,0.9126644701290441,-0.037353709943284095
LOCO,2022-Q3,0.2743147468192298,0.828069472642795,-0.03009451017565645
CRCT,2022-Q2,1.1979181771103056,0.2998091341004586,-0.006580399937037753
CRCT,2022-Q3,1.285489788629501,0.23846268811456592,0.006756866944624133
CRCT,2022-Q4,1.177689170891457,0.4115914884761459,
LIN,2022-Q2,0.23896698267407648,0.8977826510721247,0.2459908839956346
LIN,2022-Q3,0.24938583095411992,0.9087033565320116,0.2670102121819625
LIN,2022-Q4,0.3298743855816494,0.9247106579360669,0.25786487232920735
MCRI,2022-Q2,0.23397450611332996,0.4264520825108567,0.6461991970997571
MCRI,2022-Q3,0.2357724734089858,0.3362535653996158,0.6908787291353561
MCRI,2022-Q4,0.329350115504824,0.2857164062239078,0.7189880249717869
IRDM,2022-Q2,2.1435701481271816,1.6050059943916877,0.006828885885029916
IRDM,2022-Q3,1.7247626856728373,1.6745262628406152,-0.012330405094769398
IRDM,2022-Q4,1.192072158613334,1.6175162043498101,-0.01616243135181284
PRPL,2022-Q3,0.5448657711937795,1.765540488838234,-0.40977468792413485
PRPL,2022-Q4,0.42550112606874624,1.473771343430134,-0.8197206305543312
PRPL,2023-Q1,0.6086005424167681,1.041061367621274,-0.8586174667607415
GEHC,2022-Q4,0.1866925064599483,1.8710383653044202,
GEHC,2023-Q1,0.2825400679941719,3.7320574162679425,0.0056684131507185095
NSSC,2022-Q3,2.0832014072119613,0.293648097826087,0.7685586334660773
NSSC,2022-Q4,1.7664288680028686,0.3056920143069311,0.7599545013999569
NSSC,2023-Q1,1.8515012510425355,0.2558339891479932,0.7870354490164778
PRDO,2022-Q4,3.1137219138088272,0.31897030357721,0.36332841707681895
PRDO,2023-Q1,3.7797230999193423,0.2651700272737305,0.3970075139250601
PRDO,2023-Q2,3.538610411027101,0.27918862438669817,0.4311028243905808
FA,2022-Q4,3.905413450280793,0.6738814753536692,-0.014509829915289065
FA,2023-Q1,4.732933145009416,0.6685793807971809,-0.02757699861933697
FA,2023-Q2,4.452616391987126,0.6800105656845576,-0.03727083155388162
MEIP,2023-Q1,5.9042884574354595,3.3846628069046854,-2.388897379312031
MEIP,2023-Q2,5.4815256257449345,2.051205192872204,-2.5781339981978197
MEIP,2023-Q3,4.74306760933068,2.906008033998952,-2.9508670735615223
BKNG,2023-Q2,1.221216248698021,-40.93684210526316,1.0956020784697642
BKNG,2023-Q3,1.08463216957606,-42.016,1.2330017554125219
BKNG,2023-Q4,0.9514628657164291,-9.870991253644315,1.307616465368499
HUBG,2023-Q2,0.5767351537802091,0.7383618420399122,0.674942375864362
HUBG,2023-Q3,0.6105337900433956,0.7912892525051134,0.6580665302323542
HUBG,2023-Q4,0.2845140608620349,0.7961373876285065,0.6638551767052775
META,2023-Q2,1.7862370910063166,0.5420679981795528,0.32890153274500694
META,2023-Q3,2.001997969277128,0.5137499737529134,0.3477301941056253
META,2023-Q4,2.046401752190238,0.49915778752742085,0.3574119317315774
WLFC,2023-Q3,0.041856587425882205,4.400348634514817,0.14899897014971256
WLFC,2023-Q4,0.04861999257395107,4.424826201048418,0.1499733820349095
WLFC,2024-Q1,0.037569561852748214,4.225875534660875,0.15619515252039476
GOOG,2023-Q3,1.3898255982386,0.45207941376710276,0.5183798785513888
GOOG,2023-Q4,1.355709291808248,0.41997819175027085,0.5249781307779479
GOOG,2024-Q1,1.4038209280881073,0.39101364549043177,0.5395114766171597
DWSN,2023-Q3,0.9022882274204856,0.5836726140581966,-2.2973856826903085
DWSN,2023-Q4,0.4923275938977607,0.8479406284135449,-2.149550583285523
DWSN,2024-Q1,0.4365971705137751,1.119589141599413,-2.209311180339218
